type,price,formation_time,breakout_time,retest_time,is_spike,is_swing,entry_price,fta,stop_loss,breakout_open,breakout_high,breakout_low,breakout_close,retest_open,retest_high,retest_low,retest_close,is_gap_breakout,is_gap_retest,hours_breakout_to_retest,level_age_hours,breakout_range_ratio,breakout_body_ratio,prior_touches_2yr,prior_touches_all,confluence_count,direction
LHPB,7612.0,2026-05-28 13:00:00,2026-05-28 14:00:00,2026-06-03 20:00:00,False,False,7612.0,7629.5,7601.25,7603.75,7642.0,7601.25,7630.75,7640.5,7641.25,7609.75,7615.5,False,False,150.0,151.0,2.560879811468971,0.6625766871165644,31,31,0,1
LHPB,7592.75,2026-05-28 11:00:00,2026-05-28 12:00:00,2026-06-04 11:00:00,False,False,7592.75,7593.25,7588.75,7590.0,7607.75,7588.75,7606.25,7601.75,7614.0,7592.5,7612.0,False,False,167.0,168.0,1.2740989103101426,0.8552631578947368,28,28,0,1
LLPB,7618.75,2026-06-04 07:00:00,2026-06-04 08:00:00,2026-06-04 12:00:00,False,False,7618.75,7617.75,7621.75,7621.5,7621.75,7605.0,7608.75,7611.75,7620.5,7604.75,7618.25,False,False,4.0,5.0,1.0493343774471418,0.7611940298507462,19,19,0,-1
LLPB,7629.5,2026-05-28 15:00:00,2026-06-03 20:00:00,2026-06-04 13:00:00,False,False,7629.5,7625.75,7641.25,7640.5,7641.25,7609.75,7615.5,7618.25,7632.5,7609.75,7627.5,False,False,17.0,166.0,2.4730127576054954,0.7936507936507936,19,19,0,-1
LLPB,7630.5,2026-06-03 16:00:00,2026-06-03 20:00:00,2026-06-04 13:00:00,False,True,7630.5,7625.75,7641.25,7640.5,7641.25,7609.75,7615.5,7618.25,7632.5,7609.75,7627.5,False,False,17.0,21.0,2.4730127576054954,0.7936507936507936,19,19,1,-1
LLPB,7635.0,2026-06-03 17:00:00,2026-06-03 20:00:00,2026-06-04 14:00:00,False,False,7635.0,7632.5,7641.25,7640.5,7641.25,7609.75,7615.5,7627.25,7638.5,7617.75,7637.75,False,False,18.0,21.0,2.4730127576054954,0.7936507936507936,9,9,0,-1
LLPB,7636.5,2026-06-03 19:00:00,2026-06-03 20:00:00,2026-06-04 14:00:00,False,False,7636.5,7632.5,7641.25,7640.5,7641.25,7609.75,7615.5,7627.25,7638.5,7617.75,7637.75,False,False,18.0,19.0,2.4730127576054954,0.7936507936507936,7,7,0,-1
LLPB,7645.25,2026-06-03 18:00:00,2026-06-03 19:00:00,2026-06-04 15:00:00,False,False,7645.25,7641.25,7651.5,7651.5,7651.5,7636.5,7640.5,7637.5,7655.5,7637.5,7649.0,False,False,20.0,21.0,1.3001083423618636,0.7333333333333333,18,18,0,-1
LLPB,7668.0,2026-06-02 14:00:00,2026-06-03 13:00:00,2026-06-04 17:00:00,False,False,7668.0,7665.5,7682.75,7675.0,7682.75,7642.0,7654.25,7664.5,7673.5,7662.0,7672.75,False,False,28.0,51.0,4.0648379052369075,0.50920245398773,21,21,0,-1
LLPB,7670.0,2026-06-02 23:00:00,2026-06-03 13:00:00,2026-06-04 17:00:00,False,True,7670.0,7665.5,7682.75,7675.0,7682.75,7642.0,7654.25,7664.5,7673.5,7662.0,7672.75,False,False,28.0,42.0,4.0648379052369075,0.50920245398773,20,20,0,-1
LLPB,7671.75,2026-06-03 12:00:00,2026-06-03 13:00:00,2026-06-04 17:00:00,False,False,7671.75,7665.5,7682.75,7675.0,7682.75,7642.0,7654.25,7664.5,7673.5,7662.0,7672.75,False,False,28.0,29.0,4.0648379052369075,0.50920245398773,22,22,0,-1
LHPB,7655.5,2026-06-04 15:00:00,2026-06-04 16:00:00,2026-06-04 20:00:00,False,False,7655.5,7662.0,7647.5,7649.25,7665.5,7647.5,7664.5,7667.75,7670.0,7655.25,7655.75,False,False,4.0,5.0,1.1145510835913313,0.8472222222222222,31,31,0,1
LHPB,7660.25,2026-06-03 15:00:00,2026-06-04 16:00:00,2026-06-04 20:00:00,False,False,7660.25,7662.0,7647.5,7649.25,7665.5,7647.5,7664.5,7667.75,7670.0,7655.25,7655.75,False,False,4.0,29.0,1.1145510835913313,0.8472222222222222,26,26,0,1
LHPB,7656.0,2026-06-03 18:00:00,2026-06-04 16:00:00,2026-06-04 20:00:00,False,True,7656.0,7662.0,7647.5,7649.25,7665.5,7647.5,7664.5,7667.75,7670.0,7655.25,7655.75,False,False,4.0,26.0,1.1145510835913313,0.8472222222222222,29,29,0,1
LHPB,7641.25,2026-06-03 20:00:00,2026-06-04 15:00:00,2026-06-04 23:00:00,False,False,7641.25,7646.25,7637.5,7637.5,7655.5,7637.5,7649.0,7654.0,7654.75,7641.25,7641.5,False,False,8.0,27.0,1.125,0.6388888888888888,9,9,1,1
LHPB,7632.5,2026-06-04 13:00:00,2026-06-04 14:00:00,2026-06-05 00:00:00,False,False,7632.5,7637.5,7617.75,7627.25,7638.5,7617.75,7637.75,7641.5,7641.5,7624.75,7627.0,False,False,10.0,11.0,1.3269384492406076,0.5060240963855421,16,16,0,1
LHPB,7638.5,2026-06-04 14:00:00,2026-06-04 15:00:00,2026-06-05 00:00:00,False,False,7638.5,7641.25,7637.5,7637.5,7655.5,7637.5,7649.0,7641.5,7641.5,7624.75,7627.0,False,False,9.0,10.0,1.125,0.6388888888888888,9,9,0,1
LLPB,7646.25,2026-06-04 22:00:00,2026-06-04 23:00:00,2026-06-05 09:00:00,False,False,7646.25,7641.5,7654.75,7654.0,7654.75,7641.25,7641.5,7628.5,7646.75,7627.75,7635.75,False,False,10.0,11.0,0.948200175592625,0.9259259259259259,20,20,0,-1
LLPB,7637.5,2026-06-04 15:00:00,2026-06-05 00:00:00,2026-06-05 09:00:00,False,False,7637.5,7636.5,7641.5,7641.5,7641.5,7624.75,7627.0,7628.5,7646.75,7627.75,7635.75,False,False,9.0,18.0,1.1512027491408934,0.8656716417910447,10,10,0,-1
LLPB,7641.25,2026-06-04 23:00:00,2026-06-05 00:00:00,2026-06-05 09:00:00,False,False,7641.25,7636.5,7641.5,7641.5,7641.5,7624.75,7627.0,7628.5,7646.75,7627.75,7635.75,False,False,9.0,10.0,1.1512027491408934,0.8656716417910447,11,11,0,-1
LHPB,7563.0,2026-05-22 20:00:00,2026-05-24 22:00:00,2026-06-05 15:00:00,False,False,7563.0,7573.75,7585.0,7587.0,7604.75,7585.0,7601.25,7591.0,7594.25,7554.25,7558.25,True,False,281.0,331.0,1.299342105263158,0.7215189873417721,15,15,0,1
LHPB,7505.0,2026-05-21 16:00:00,2026-05-21 17:00:00,2026-06-05 18:00:00,False,False,7505.0,7506.0,7494.25,7494.25,7554.75,7494.25,7542.5,7539.5,7540.5,7477.25,7484.25,False,False,361.0,362.0,2.7515633882888,0.7975206611570248,48,48,0,1
LHPB,7442.75,2026-05-20 04:00:00,2026-05-20 05:00:00,2026-06-05 20:00:00,False,False,7442.75,7443.75,7432.0,7432.0,7449.25,7432.0,7444.5,7468.25,7469.5,7427.0,7436.0,False,False,399.0,400.0,0.7447382622773879,0.7246376811594203,25,25,0,1
LLPB,7443.75,2026-05-20 06:00:00,2026-06-05 20:00:00,2026-06-07 22:00:00,False,False,7443.75,,7469.5,7468.25,7469.5,7427.0,7436.0,7436.0,7464.25,7423.5,7436.0,False,False,50.0,448.0,1.7736045905059992,0.7588235294117647,29,29,0,-1
LLPB,7444.75,2026-05-20 14:00:00,2026-06-05 20:00:00,2026-06-07 22:00:00,False,True,7444.75,,7469.5,7468.25,7469.5,7427.0,7436.0,7436.0,7464.25,7423.5,7436.0,False,False,50.0,440.0,1.7736045905059992,0.7588235294117647,29,29,0,-1
LLPB,7447.75,2026-06-05 19:00:00,2026-06-05 20:00:00,2026-06-07 22:00:00,False,False,7447.75,,7469.5,7468.25,7469.5,7427.0,7436.0,7436.0,7464.25,7423.5,7436.0,False,False,50.0,51.0,1.7736045905059992,0.7588235294117647,41,41,0,-1
LLPB,7475.5,2026-05-20 22:00:00,2026-06-05 19:00:00,2026-06-08 00:00:00,False,True,7475.5,7472.25,7491.0,7484.25,7491.0,7447.75,7468.25,7468.0,7491.0,7463.75,7483.25,False,False,53.0,434.0,1.9073869900771774,0.3699421965317919,57,57,0,-1
LLPB,7476.5,2026-05-21 15:00:00,2026-06-05 19:00:00,2026-06-08 00:00:00,False,True,7476.5,7472.25,7491.0,7484.25,7491.0,7447.75,7468.25,7468.0,7491.0,7463.75,7483.25,False,False,53.0,417.0,1.9073869900771774,0.3699421965317919,61,61,0,-1
LLPB,7477.25,2026-06-05 18:00:00,2026-06-05 19:00:00,2026-06-08 00:00:00,False,False,7477.25,7472.25,7491.0,7484.25,7491.0,7447.75,7468.25,7468.0,7491.0,7463.75,7483.25,False,False,53.0,54.0,1.9073869900771774,0.3699421965317919,64,64,0,-1
LLPB,7494.25,2026-05-21 17:00:00,2026-06-05 18:00:00,2026-06-08 07:00:00,False,False,7494.25,7491.0,7540.5,7539.5,7540.5,7477.25,7484.25,7470.5,7497.0,7468.5,7491.25,False,False,61.0,422.0,2.9852507374631267,0.8735177865612648,51,51,0,-1
LLPB,7520.0,2026-06-05 17:00:00,2026-06-05 18:00:00,2026-06-08 11:00:00,False,False,7520.0,7503.75,7540.5,7539.5,7540.5,7477.25,7484.25,7496.25,7525.75,7490.75,7515.0,False,False,65.0,66.0,2.9852507374631267,0.8735177865612648,30,30,0,-1
